2018-09-30	2
2018-10-02	1
2018-10-03	2
2018-10-05	1
2018-10-13	1
2018-10-16	1
2018-10-20	1
2018-10-23	6
2018-10-26	1
2018-10-30	3
2018-11-04	1
2018-11-14	2
2018-11-18	1
2018-11-20	2
2018-12-02	2
2018-12-05	1
2018-12-10	3
2018-12-11	1
2018-12-12	1
2018-12-14	1
2018-12-18	1
2018-12-20	1
2018-12-26	1
2019-01-03	1
2019-01-04	2
2019-01-05	1
2019-01-12	1
2019-01-13	1
2019-01-16	1
2019-01-18	1
2019-01-20	2
2019-01-21	1
2019-01-24	1
2019-01-29	1
2019-01-30	1
2019-01-31	1
2019-02-01	2
2019-02-03	1
2019-02-09	5
2019-02-11	1
2019-02-16	1
2019-02-17	1
2019-02-20	1
2019-02-21	1
2019-02-25	1
2019-03-02	1
2019-03-08	1
2019-03-14	1
2019-03-19	1
2019-03-20	1
2019-03-22	2
2019-03-24	1
2019-03-31	2
2019-04-02	1
2019-04-03	1
2019-04-13	1
2019-04-18	2
2019-04-25	1
2019-04-27	1
2019-04-30	1
2019-05-03	1
2019-05-09	1
2019-05-15	4
2019-05-19	1
2019-05-24	1
2019-05-30	1
2019-05-31	1
2019-06-02	1
2019-06-03	1
2019-06-08	1
2019-06-11	1
2019-06-15	3
2019-06-17	1
2019-06-18	2
2019-06-22	3
2019-06-25	1
2019-06-27	2
2019-06-28	1
2019-06-29	1
2019-06-30	1
2019-07-04	1
2019-07-17	5
2019-07-20	2
2019-07-22	1
2019-07-24	4
2019-07-26	4
2019-08-02	1
2019-08-03	1
2019-08-06	1
2019-08-13	2
2019-08-16	1
2019-08-17	1
2019-08-24	1
2019-08-25	1
2019-08-30	2
2019-09-10	4
2019-09-18	2
2019-09-24	3
2019-10-09	1
2019-10-15	1
2019-10-16	1
2019-10-23	1
2019-10-24	1
2019-11-01	1
2019-11-11	1
2019-11-14	1
2019-11-17	1
2019-11-19	1
2019-11-24	1
2019-11-25	1
2019-11-26	1
2019-11-27	1
2019-12-01	2
2019-12-04	1
2019-12-05	1
2019-12-06	2
2019-12-13	1
2019-12-14	1
2019-12-16	1
2019-12-17	1
2019-12-21	1
2020-01-06	2
2020-01-09	3
2020-01-16	1
2020-01-18	1
2020-01-21	6
2020-01-22	1
2020-01-23	1
2020-01-24	1
2020-01-25	1
2020-01-26	2
2020-02-02	4
2020-02-11	1
2020-02-12	1
2020-02-14	1
2020-02-16	2
2020-02-17	1
2020-02-22	3
2020-02-25	1
2020-03-03	2
2020-03-04	1
2020-03-05	2
2020-03-06	1
2020-03-08	2
2020-03-13	1
2020-03-14	3
2020-03-18	2
2020-03-19	1
2020-03-24	1
2020-03-25	3
2020-03-29	2
2020-04-06	1
2020-04-07	2
2020-04-09	1
2020-04-10	4
2020-04-12	2
2020-04-15	2
2020-04-17	1
2020-04-18	6
2020-04-21	2
2020-04-22	1
2020-04-23	2
2020-04-25	1
2020-04-27	2
2020-04-28	3
2020-04-30	2
2020-05-01	1
2020-05-02	4
2020-05-03	2
2020-05-04	6
2020-05-05	1
2020-05-06	3
2020-05-07	2
2020-05-08	2
2020-05-09	3
2020-05-10	4
2020-05-11	1
2020-05-12	1
2020-05-13	3
2020-05-14	5
2020-05-15	4
2020-05-16	2
2020-05-17	3
2020-05-18	1
2020-05-19	3
2020-05-20	4
2020-05-21	5
2020-05-22	2
2020-05-23	2
2020-05-24	1
2020-05-25	6
2020-05-27	2
2020-05-29	6
2020-05-30	5
2020-05-31	1
2020-06-01	4
2020-06-02	7
2020-06-03	2
2020-06-04	4
2020-06-05	3
2020-06-06	3
2020-06-07	4
2020-06-08	2
2020-06-09	3
2020-06-10	4
2020-06-11	4
2020-06-12	2
2020-06-13	3
2020-06-14	1
2020-06-15	3
2020-06-16	4
2020-06-17	3
2020-06-18	3
2020-06-19	2
2020-06-20	2
2020-06-21	4
2020-06-22	2
2020-06-23	1
2020-06-24	2
2020-06-25	6
2020-06-26	3
2020-06-27	6
2020-06-28	2
2020-06-30	3
2020-07-01	1
2020-07-02	8
2020-07-03	2
2020-07-04	2
2020-07-05	4
2020-07-06	5
2020-07-07	1
2020-07-08	6
2020-07-09	1
2020-07-10	5
2020-07-11	4
2020-07-12	5
2020-07-13	16
2020-07-14	3
2020-07-15	6
2020-07-16	7
2020-07-17	33
2020-07-18	4
2020-07-19	4
2020-07-22	2
2020-07-23	4
2020-07-24	5
2020-07-25	5
2020-07-26	3
2020-07-27	1
2020-07-28	3
2020-07-29	2
2020-07-30	2
2020-07-31	1
2020-08-01	2
2020-08-02	1
2020-08-03	1
2020-08-04	2
2020-08-05	6
2020-08-08	4
2020-08-09	1
2020-08-10	1
2020-08-11	2
2020-08-13	9
2020-08-14	1
2020-08-15	5
2020-08-16	1
2020-08-18	2
2020-08-19	4
2020-08-20	1
2020-08-21	1
2020-08-23	6
2020-08-27	1
2020-08-31	1
2020-09-01	1
2020-09-02	1
2020-09-03	2
2020-09-04	1
2020-09-07	2
2020-09-08	2
2020-09-09	2
2020-09-10	1
2020-09-11	1
2020-09-13	1
2020-09-14	2
2020-09-16	2
2020-09-17	3
2020-09-18	2
2020-09-20	1
2020-09-24	1
2020-09-26	2
2020-09-27	1
2020-09-28	1
2020-09-29	1
2020-10-01	1
2020-10-02	2
2020-10-03	4
2020-10-04	2
2020-10-05	1
2020-10-07	3
2020-10-08	3
2020-10-09	2
2020-10-11	3
2020-10-12	2
2020-10-13	1
2020-10-15	3
2020-10-17	1
2020-10-18	1
2020-10-21	4
