2013-07-29	2736
2013-07-30	4746
2013-07-31	3277
2013-08-01	2680
2013-08-02	2547
2013-08-03	2587
2013-08-04	1922
2013-08-05	6509
2013-08-06	14925
2013-08-07	10515
2013-08-08	8234
2013-08-09	7200
2013-08-10	5350
2013-08-11	4506
2013-08-12	2762
2013-08-25	1
2013-08-26	1
2013-08-30	1
2013-09-02	1
2013-09-12	1
2013-09-26	1
2013-11-02	1
2013-11-22	1
2013-12-02	55
2013-12-03	913
2013-12-04	1747
2013-12-05	1631
2013-12-06	2286
2013-12-07	5087
2013-12-08	5933
2013-12-09	1985
2013-12-10	2049
2013-12-13	1
2013-12-19	2
2014-01-08	1
2014-01-17	3
2014-01-26	1
2014-02-13	1
2014-02-25	1
2014-04-10	1
2014-04-11	4
2014-04-20	1
2014-05-22	1
2014-06-06	1
2014-06-30	1
2014-08-08	2
2014-08-20	1
2014-09-08	1
2014-11-19	1
2014-11-20	1
2014-12-16	1
2014-12-28	1
2015-01-13	1
2015-02-10	1
2015-04-17	1
2015-04-28	1
2015-05-08	2
2015-05-19	1
2015-05-23	1
2015-05-24	1
2015-05-29	1
2015-06-20	1
2015-06-21	2
2015-07-11	1
2015-07-16	1
2015-08-02	2
2015-08-25	2
2015-08-28	1
2015-09-03	1
2015-09-05	1
2015-09-08	1
2015-09-09	1
2015-09-14	1
2015-09-16	1
2015-09-21	1
2015-09-24	1
2015-09-27	1
2015-10-04	2
2015-10-16	1
2015-11-06	2
2015-11-13	1
2015-11-19	1
2015-12-01	1
2016-01-13	2
2016-01-24	1
2016-01-31	1
2016-02-06	1
2016-02-13	1
2016-03-07	1
2016-03-08	1
2016-03-09	3
2016-03-31	5
2016-04-03	2
2016-04-17	1
2016-04-18	1
2016-04-24	1
2016-04-29	1
2016-05-01	1
2016-05-03	1
2016-05-15	1
2016-05-24	1
2016-05-30	1
2016-06-02	1
2016-06-04	1
2016-06-05	1
2016-06-26	1
2016-06-30	1
2016-07-06	2
2016-07-10	1
2016-07-12	1
2016-07-20	1
2016-07-21	1
2016-07-25	5
2016-08-03	1
2016-08-07	2
2016-08-09	1
2016-08-15	1
2016-08-16	1
2016-08-18	1
2016-08-20	1
2016-08-22	1
2016-08-25	1
2016-09-01	2
2016-09-05	1
2016-09-07	1
2016-09-08	1
2016-09-30	1
2016-10-17	1
2016-10-18	2
2016-11-10	1
2016-11-14	1
2016-11-22	1
2016-12-01	1
2016-12-08	1
2017-01-08	3
2017-01-11	1
2017-01-12	2
2017-01-19	1
2017-01-24	5
2017-01-28	1
2017-02-18	1
2017-02-21	1
2017-02-24	1
2017-02-27	1
2017-03-06	1
2017-03-07	1
2017-03-09	1
2017-03-10	1
2017-03-15	1
2017-03-16	1
2017-03-20	1
2017-03-31	1
2017-04-08	1
2017-04-09	1
2017-04-14	1
2017-04-20	5
2017-04-21	1
2017-04-27	1
2017-05-02	2
2017-05-04	2
2017-05-08	1
2017-05-10	1
2017-05-11	1
2017-05-12	1
2017-05-19	1
2017-05-24	2
2017-05-25	1
2017-05-26	2
2017-05-29	1
2017-06-01	1
2017-06-05	1
2017-06-08	1
2017-06-10	1
2017-06-12	1
2017-06-19	1
2017-06-20	2
2017-06-22	1
2017-06-25	1
2017-06-28	2
2017-07-06	1
2017-07-08	1
2017-07-15	1
2017-07-16	2
2017-07-18	1
2017-07-24	1
2017-07-26	1
2017-08-03	1
2017-08-05	1
2017-08-06	1
2017-08-10	1
2017-08-12	1
2017-08-15	1
2017-08-19	1
2017-08-25	1
2017-09-02	1
2017-09-06	3
2017-09-07	5
2017-09-17	2
2017-09-21	2
2017-10-03	2
2017-10-06	1
2017-10-10	1
2017-10-22	1
2017-10-25	1
2017-10-31	1
2017-11-02	1
2017-11-04	1
2017-11-09	1
2017-11-11	1
2017-11-15	1
2017-11-20	1
2017-11-26	1
2017-12-05	1
2017-12-07	2
2017-12-13	1
2017-12-20	1
2017-12-21	1
2018-01-30	1
2018-02-03	1
2018-02-07	1
2018-02-15	2
2018-02-26	1
2018-02-27	2
2018-02-28	1
2018-03-15	1
2018-03-19	1
2018-03-22	1
2018-04-02	1
2018-04-08	1
2018-04-11	3
2018-04-20	1
2018-04-21	2
2018-04-24	2
2018-04-27	5
2018-05-04	1
2018-05-07	2
2018-05-15	1
2018-05-16	1
2018-05-17	1
2018-05-25	1
2018-05-27	1
2018-06-06	1
2018-06-14	2
2018-06-16	2
2018-06-18	1
2018-06-20	2
2018-06-23	2
2018-06-24	4
2018-06-27	2
2018-06-28	1
2018-06-30	1
2018-07-03	4
2018-07-05	4
2018-07-06	5
2018-07-07	1
2018-07-08	2
2018-07-09	2
2018-07-10	1
2018-07-11	2
2018-07-12	1
2018-07-13	2
2018-07-14	2
2018-07-15	1
2018-07-16	1
2018-07-17	1
2018-07-18	2
2018-07-21	1
2018-07-22	2
2018-07-23	1
2018-07-24	2
2018-07-25	3
2018-07-29	2
2018-08-04	11
2018-08-06	1
2018-08-10	2
2018-08-16	1
2018-08-17	2
2018-08-18	1
2018-08-19	2
2018-08-21	2
2018-08-26	1
2018-08-31	1
2018-09-03	1
2018-09-05	1
2018-09-06	1
2018-09-08	1
2018-09-10	1
2018-09-11	1
2018-09-15	1
2018-09-18	1
2018-09-20	1
2018-09-21	1
2018-09-24	1
2018-09-26	3
2018-09-28	1
2018-09-29	1
